"BehaviorSpace results (NetLogo 6.0.2)"
"ESPA Farmer Adaptation Model.nlogo"
"Thesis Experiment-Refined after interrupt"
"04/16/2019 21:19:15:828 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","308","0","216"
"[run number]","PerceptionThreshold","BeliefInSocialSanctionsAverage","FixRandomSeed?","Simulate-ESPA_CAMP","ExperimentVariablesFile","PrintReporters?","WriteCropBudgets?","IAC-PhysArous-Threshold","WriteDetailedCropBudgets?","F-Ratio-V","RandomStartingMoney","WriteOutputs?","F-Ratio-W","UseRandomRotations?","WaterRightDistribution","Run-Number","RandomSeed","TypicalAmountFarmerIsWillingToLosePerField","Animate?","ROISeasonTolerance","Social-Connections-per-Farmer","InputIntensityDistribution","Lognormal-Sigma","InternalScalar","IndividualFieldCalcs?","Tracers?","BeliefInESPASD","GeneratingWorlds?","BeliefInSocialSanctionsSD","ExternalScalar","NumberOfSeasons","EfficacyScalar","AcreageDistributionType","RhythmScalar","InterfaceVariableFileName","BeliefInESPAAverage","CustomFarmerAccess","PopulateMethod","BeliefsInEconomicSanctionsSD","water-preference","OffsetIrrigationWithSkill?","WorldFileName","ChargeForOverdraw","Consultants-per-Farmer","BeliefInEconomicSanctionsAverage","Use-Aqua-Crop","Decision-Making","PercVarWillingnessToLose","GWD","WaterRightSeniorityDistribution","[step]","count farmers","ExperimentName","RandomSeed","Decision-Making","ExperimentalToleranceforLoss","InternalScalar","ExternalScalar","EfficacyScalar","RhythmScalar","PerceptionThreshold","count patches with [owner != 0]","count farmers with [farmsize < 50]","count farmers with [farmsize > 50 AND farmsize < 100]","count farmers with [farmsize > 100 AND farmsize < 500]","count farmers with [farmsize > 500 AND farmsize < 1000]","count farmers with [farmsize > 1000 AND farmsize < 10000]","count farmers with [rotation = ""PotatoBeetGrainGrain""]","count farmers with [rotation = ""PotatoGrainBeetGrain""]","count farmers with [rotation = ""HayGrain""]","count farmers with [rotation = ""HayGrainPotatoGrain""]","count farmers with [rotation = ""PotatoGrainGrain""]","count farmers with [rotation = ""HayBarleyPotato""]","count farmers with [rotation = ""HayGrainGrainPotato""]","count farmers with [rotation = ""GrainPotatoBeetsHay""]","count farmers with [rotation = ""Landlord""]","count patches with [PreferredLandUse = ""Alfalfa""]","count patches with [PreferredLandUse = ""Barley""]","count patches with [PreferredLandUse = ""Corn""]","count patches with [PreferredLandUse = ""Potatoes""]","count patches with [PreferredLandUse = ""Spring Wheat""]","count patches with [PreferredLandUse = ""Sugarbeets""]","count patches with [PreferredLandUse = ""Winter Wheat""]","count patches with [PreferredLandUse = ""Alfalfa_Perennial""]","count patches with [TypeOfIrrigation = ""Center Pivot LEPA""]","count patches with [TypeOfIrrigation = ""Center Pivot LESA""]","count patches with [TypeOfIrrigation = ""Center Pivot MESA""]","count patches with [TypeOfIrrigation = ""Drip Tape""]","count patches with [TypeOfIrrigation = ""Furrow""]","NumberOfFarmersWithChangedWM"
"6","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.25.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs6.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","14","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.25""","1","""IAC Framework""","2500","1.5","0.5","1","1","0.25","16790","293","56","126","5","49","85","79","78","0","0","210","0","77","0","36","184","95","348","316","159","0","277","143","0","1023","4","245","[49 5 5 0 5 2 4 0 2 0 39 0 0 0]"
"5","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.25.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs5.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","14","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.25""","1","""IAC Framework""","2500","1.5","0.5","1","1","0.25","16801","295","63","115","6","50","76","88","89","0","0","199","0","77","0","26","141","71","356","310","169","0","354","167","0","984","10","266","[59 8 8 1 4 2 2 1 0 0 50 0 0 0]"
"7","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.5.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs4.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","14","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.5""","1","""IAC Framework""","2500","1.5","0.5","1","1","0.5","16792","286","61","128","7","47","87","83","79","0","0","197","0","83","0","73","137","103","339","279","149","0","338","156","0","996","6","260","[53 7 4 1 1 5 3 2 0 0 49 0 0 0]"
"8","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.5.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs5.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","12","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.5""","1","""IAC Framework""","2500","1.5","0.5","1","1","0.5","16801","295","63","115","6","50","76","88","89","0","0","199","0","77","0","203","147","102","352","298","169","0","156","150","0","993","9","275","[46 6 2 1 7 1 1 1 0 1 51 0]"
"6","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.25.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs6.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","15","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.25""","1","""IAC Framework""","2500","1.5","0.5","1","1","0.25","16790","293","56","126","5","49","85","79","78","0","0","210","0","77","0","10","184","94","350","313","163","0","301","143","0","1023","4","245","[49 5 5 0 5 2 4 0 2 0 39 0 0 0 0]"
"5","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.25.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs5.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","15","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.25""","1","""IAC Framework""","2500","1.5","0.5","1","1","0.25","16801","295","63","115","6","50","76","88","89","0","0","199","0","77","0","20","141","71","354","311","168","0","362","167","0","984","10","266","[59 8 8 1 4 2 2 1 0 0 50 0 0 0 0]"
"7","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.5.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs4.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","15","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.5""","1","""IAC Framework""","2500","1.5","0.5","1","1","0.5","16792","286","61","128","7","47","87","83","79","0","0","197","0","83","0","14","143","104","328","285","156","0","388","156","0","996","6","260","[53 7 4 1 1 5 3 2 0 0 49 0 0 0 0]"
"9","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.5.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs6.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","0","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.5""","1","""IAC Framework""","2500","1.5","0.5","1","1","0.5","16790","293","56","126","5","49","85","79","78","0","0","210","0","77","0","0","0","0","0","0","0","0","0","0","0","1128","5","282","[]"
"10","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.75.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs4.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","0","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.75""","1","""IAC Framework""","2500","1.5","0.5","1","1","0.75","16792","286","61","128","7","47","87","83","79","0","0","197","0","83","0","0","0","0","0","0","0","0","0","0","0","1123","7","288","[]"
"8","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.5.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs5.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","13","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.5""","1","""IAC Framework""","2500","1.5","0.5","1","1","0.5","16801","295","63","115","6","50","76","88","89","0","0","199","0","77","0","34","143","112","351","275","167","0","345","150","0","993","9","275","[46 6 2 1 7 1 1 1 0 1 51 0 0]"
"11","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.75.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs5.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","0","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.75""","1","""IAC Framework""","2500","1.5","0.5","1","1","0.75","16801","295","63","115","6","50","76","88","89","0","0","199","0","77","0","0","0","0","0","0","0","0","0","0","0","1118","10","299","[]"
"9","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.5.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs6.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","1","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.5""","1","""IAC Framework""","2500","1.5","0.5","1","1","0.5","16790","293","56","126","5","49","85","79","78","0","0","210","0","77","0","327","69","35","490","18","476","0","0","33","0","1106","4","272","[33]"
"10","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.75.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs4.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","1","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.75""","1","""IAC Framework""","2500","1.5","0.5","1","1","0.75","16792","286","61","128","7","47","87","83","79","0","0","197","0","83","0","350","76","35","432","19","506","0","0","51","0","1081","6","280","[51]"
"11","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.75.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs5.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","1","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.75""","1","""IAC Framework""","2500","1.5","0.5","1","1","0.75","16801","295","63","115","6","50","76","88","89","0","0","199","0","77","0","365","75","25","421","27","514","0","0","45","0","1078","10","294","[45]"
"9","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.5.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs6.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","2","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.5""","1","""IAC Framework""","2500","1.5","0.5","1","1","0.5","16790","293","56","126","5","49","85","79","78","0","0","210","0","77","0","20","57","32","599","20","618","0","69","37","0","1102","4","272","[33 4]"
"8","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.5.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs5.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","14","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.5""","1","""IAC Framework""","2500","1.5","0.5","1","1","0.5","16801","295","63","115","6","50","76","88","89","0","0","199","0","77","0","31","143","101","348","278","172","0","354","150","0","993","9","275","[46 6 2 1 7 1 1 1 0 1 51 0 0 0]"
"10","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.75.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs4.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","2","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.75""","1","""IAC Framework""","2500","1.5","0.5","1","1","0.75","16792","286","61","128","7","47","87","83","79","0","0","197","0","83","0","34","71","30","474","19","733","0","57","54","0","1080","6","278","[51 3]"
"11","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.75.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs5.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","2","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.75""","1","""IAC Framework""","2500","1.5","0.5","1","1","0.75","16801","295","63","115","6","50","76","88","89","0","0","199","0","77","0","29","65","23","490","30","726","0","64","50","0","1073","10","294","[45 5]"
"9","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.5.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs6.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","3","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.5""","1","""IAC Framework""","2500","1.5","0.5","1","1","0.5","16790","293","56","126","5","49","85","79","78","0","0","210","0","77","0","232","55","33","505","31","476","0","83","41","0","1099","4","271","[33 4 4]"
"10","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.75.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs4.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","3","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.75""","1","""IAC Framework""","2500","1.5","0.5","1","1","0.75","16792","286","61","128","7","47","87","83","79","0","0","197","0","83","0","285","72","28","363","31","569","0","70","61","0","1074","6","277","[51 3 7]"
"11","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.75.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs5.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","3","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.75""","1","""IAC Framework""","2500","1.5","0.5","1","1","0.75","16801","295","63","115","6","50","76","88","89","0","0","199","0","77","0","265","63","28","378","42","570","0","81","54","0","1070","10","293","[45 5 4]"
"8","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.5.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs5.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","15","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.5""","1","""IAC Framework""","2500","1.5","0.5","1","1","0.5","16801","295","63","115","6","50","76","88","89","0","0","199","0","77","0","14","147","100","350","284","167","0","365","150","0","993","9","275","[46 6 2 1 7 1 1 1 0 1 51 0 0 0 0]"
"9","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.5.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs6.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","4","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.5""","1","""IAC Framework""","2500","1.5","0.5","1","1","0.5","16790","293","56","126","5","49","85","79","78","0","0","210","0","77","0","6","54","30","564","34","632","0","95","41","0","1099","4","271","[33 4 4 0]"
"10","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.75.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs4.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","4","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.75""","1","""IAC Framework""","2500","1.5","0.5","1","1","0.75","16792","286","61","128","7","47","87","83","79","0","0","197","0","83","0","17","73","31","396","29","794","0","78","62","0","1073","6","277","[51 3 7 1]"
"11","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.75.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs5.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","4","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.75""","1","""IAC Framework""","2500","1.5","0.5","1","1","0.75","16801","295","63","115","6","50","76","88","89","0","0","199","0","77","0","11","60","25","404","43","794","0","90","54","0","1070","10","293","[45 5 4 0]"
"12","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.75.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs6.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","0","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.75""","1","""IAC Framework""","2500","1.5","0.5","1","1","0.75","16790","293","56","126","5","49","85","79","78","0","0","210","0","77","0","0","0","0","0","0","0","0","0","0","0","1128","5","282","[]"
"9","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.5.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs6.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","5","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.5""","1","""IAC Framework""","2500","1.5","0.5","1","1","0.5","16790","293","56","126","5","49","85","79","78","0","0","210","0","77","0","220","50","170","371","328","178","0","98","47","0","1099","4","265","[33 4 4 0 6]"
"10","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.75.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs4.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","5","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.75""","1","""IAC Framework""","2500","1.5","0.5","1","1","0.75","16792","286","61","128","7","47","87","83","79","0","0","197","0","83","0","275","37","150","353","340","176","0","87","63","0","1073","6","276","[51 3 7 1 1]"
"11","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.75.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs5.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","5","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.75""","1","""IAC Framework""","2500","1.5","0.5","1","1","0.75","16801","295","63","115","6","50","76","88","89","0","0","199","0","77","0","256","38","182","335","309","212","0","95","56","0","1070","10","291","[45 5 4 0 2]"
"12","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.75.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs6.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","1","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-0.5_EffS-1_RS-1_PT-0.75""","1","""IAC Framework""","2500","1.5","0.5","1","1","0.75","16790","293","56","126","5","49","85","79","78","0","0","210","0","77","0","327","74","32","456","16","510","0","0","38","0","1103","4","270","[38]"
